transformation_code,variable,variable_field,variable_trajectory_group
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Diesel,fuelefficiency_trns_road_light_diesel_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Gasoline,fuelefficiency_trns_road_light_gasoline_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Hydrocarbon Gas Liquids,fuelefficiency_trns_road_light_hydrocarbon_gas_liquids_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Hydrogen,fuelefficiency_trns_road_light_hydrogen_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Natural Gas,fuelefficiency_trns_road_light_natural_gas_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Diesel,fuelefficiency_trns_water_borne_diesel_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Hydrogen,fuelefficiency_trns_water_borne_hydrogen_km_per_litre,34
TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Fuel Efficiency Natural Gas,fuelefficiency_trns_water_borne_natural_gas_km_per_litre,34
TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Average Passenger Vehicle Occupancy Rate,occrate_trns_passenger_per_vehicle_road_light,35
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Transportation Mode Fuel Fraction Diesel,frac_trns_fuelmix_road_light_diesel,36
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Transportation Mode Fuel Fraction Electricity,frac_trns_fuelmix_road_light_electricity,36
TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Transportation Mode Fuel Fraction Gasoline,frac_trns_fuelmix_road_light_gasoline,36
TX:TRNS:SHIFT_FUEL_MARITIME,Transportation Mode Fuel Fraction Diesel,frac_trns_fuelmix_water_borne_diesel,37
TX:TRNS:SHIFT_FUEL_MARITIME,Transportation Mode Fuel Fraction Electricity,frac_trns_fuelmix_water_borne_electricity,37
TX:TRNS:SHIFT_FUEL_MARITIME,Transportation Mode Fuel Fraction Hydrogen,frac_trns_fuelmix_water_borne_hydrogen,37
TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,Transportation Mode Fuel Fraction Diesel,frac_trns_fuelmix_public_diesel,38
TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,Transportation Mode Fuel Fraction Electricity,frac_trns_fuelmix_public_electricity,38
TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,Transportation Mode Fuel Fraction Gasoline,frac_trns_fuelmix_public_gasoline,38
TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,Transportation Mode Fuel Fraction Hydrogen,frac_trns_fuelmix_public_hydrogen,38
TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,Transportation Mode Fuel Fraction Diesel,frac_trns_fuelmix_road_heavy_freight_diesel,38
TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,Transportation Mode Fuel Fraction Electricity,frac_trns_fuelmix_road_heavy_freight_electricity,38
TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,Transportation Mode Fuel Fraction Gasoline,frac_trns_fuelmix_road_heavy_freight_gasoline,38
TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,Transportation Mode Fuel Fraction Hydrogen,frac_trns_fuelmix_road_heavy_freight_hydrogen,38
TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,Transportation Mode Fuel Fraction Diesel,frac_trns_fuelmix_road_heavy_regional_diesel,38
TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,Transportation Mode Fuel Fraction Electricity,frac_trns_fuelmix_road_heavy_regional_electricity,38
TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,Transportation Mode Fuel Fraction Gasoline,frac_trns_fuelmix_road_heavy_regional_gasoline,38
TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,Transportation Mode Fuel Fraction Hydrogen,frac_trns_fuelmix_road_heavy_regional_hydrogen,38
TX:TRNS:SHIFT_FUEL_RAIL,Transportation Mode Fuel Fraction Diesel,frac_trns_fuelmix_rail_freight_diesel,39
TX:TRNS:SHIFT_FUEL_RAIL,Transportation Mode Fuel Fraction Electricity,frac_trns_fuelmix_rail_freight_electricity,39
TX:TRNS:SHIFT_FUEL_RAIL,Transportation Mode Fuel Fraction Diesel,frac_trns_fuelmix_rail_passenger_diesel,39
TX:TRNS:SHIFT_FUEL_RAIL,Transportation Mode Fuel Fraction Electricity,frac_trns_fuelmix_rail_passenger_electricity,39
TX:TRNS:SHIFT_MODE_FREIGHT,Freight Transportation Mode Share,frac_trns_mtkm_dem_freight_aviation,40
TX:TRNS:SHIFT_MODE_FREIGHT,Freight Transportation Mode Share,frac_trns_mtkm_dem_freight_rail_freight,40
TX:TRNS:SHIFT_MODE_FREIGHT,Freight Transportation Mode Share,frac_trns_mtkm_dem_freight_road_heavy_freight,40
TX:TRNS:SHIFT_MODE_PASSENGER,Private and Public Transportation Mode Share,frac_trns_pkm_dem_private_and_public_human_powered,41
TX:TRNS:SHIFT_MODE_PASSENGER,Private and Public Transportation Mode Share,frac_trns_pkm_dem_private_and_public_powered_bikes,41
TX:TRNS:SHIFT_MODE_PASSENGER,Private and Public Transportation Mode Share,frac_trns_pkm_dem_private_and_public_public,41
TX:TRNS:SHIFT_MODE_PASSENGER,Private and Public Transportation Mode Share,frac_trns_pkm_dem_private_and_public_road_light,41
TX:TRNS:SHIFT_MODE_REGIONAL,Regional Transportation Mode Share,frac_trns_pkm_dem_regional_aviation,42
TX:TRNS:SHIFT_MODE_REGIONAL,Regional Transportation Mode Share,frac_trns_pkm_dem_regional_road_heavy_regional,42
TX:TRNS:SHIFT_MODE_REGIONAL,Regional Transportation Mode Share,frac_trns_pkm_dem_regional_road_light,42
TX:TRWW:INC_CAPTURE_BIOGAS,Biogas Recovery Factor at Wastewater Treatment Plants,gasrf_trww_biogas_treated_advanced_aerobic,43
TX:TRWW:INC_CAPTURE_BIOGAS,Biogas Recovery Factor at Wastewater Treatment Plants,gasrf_trww_biogas_treated_advanced_anaerobic,43
TX:TRWW:INC_CAPTURE_BIOGAS,Biogas Recovery Factor at Wastewater Treatment Plants,gasrf_trww_biogas_treated_secondary_aerobic,43
TX:TRWW:INC_CAPTURE_BIOGAS,Biogas Recovery Factor at Wastewater Treatment Plants,gasrf_trww_biogas_treated_secondary_anaerobic,43
TX:WASO:INC_ANAEROBIC_AND_COMPOST,Fraction of Waste Treated Anaerobically,frac_waso_biogas_food,44
TX:WASO:INC_ANAEROBIC_AND_COMPOST,Fraction of Waste Treated Anaerobically,frac_waso_biogas_sludge,44
TX:WASO:INC_ANAEROBIC_AND_COMPOST,Fraction of Waste Treated Anaerobically,frac_waso_biogas_yard,44
TX:WASO:INC_ANAEROBIC_AND_COMPOST,Fraction of Waste Composted,frac_waso_compost_food,44
TX:WASO:INC_ANAEROBIC_AND_COMPOST,Fraction of Waste Composted,frac_waso_compost_sludge,44
TX:WASO:INC_ANAEROBIC_AND_COMPOST,Fraction of Waste Composted,frac_waso_compost_yard,44
TX:WASO:INC_ENERGY_FROM_BIOGAS,Fraction of Landfill Gas Recovered for Energy,frac_waso_lgc_recovered_for_energy,45
TX:WASO:INC_RECYCLING,Fraction of Waste Recycled,frac_waso_recycled_glass,46
TX:WASO:INC_RECYCLING,Fraction of Waste Recycled,frac_waso_recycled_metal,46
TX:WASO:INC_RECYCLING,Fraction of Waste Recycled,frac_waso_recycled_paper,46
TX:WASO:INC_RECYCLING,Fraction of Waste Recycled,frac_waso_recycled_plastic,46
TX:WASO:INC_RECYCLING,Fraction of Waste Recycled,frac_waso_recycled_rubber_leather,46
TX:WASO:INC_RECYCLING,Fraction of Waste Recycled,frac_waso_recycled_textiles,46
TX:WASO:INC_RECYCLING,Fraction of Waste Recycled,frac_waso_recycled_wood,46
